time_fs,S0,S1,S2,S3,T1_m-1,T2_m-1,T3_m-1,T1_m0,T2_m0,T3_m0,T1_m+1,T2_m+1,T3_m+1
8.0,1.0266529614505e-05,0.4325448084011578,0.5673930631723032,4.6791778555902344e-05,1.4298458557470382e-08,1.7976884005131127e-06,2.1126905611557947e-08,2.738749668719765e-09,3.445621878222052e-07,2.377826943775523e-09,1.2551517844424624e-08,2.8682250231178733e-06,6.549308863759123e-09
8.5,1.1251476821298745e-05,0.25375373764427755,0.7458862879303357,0.00034359008032236986,3.0681234563603246e-08,1.9027804235522412e-06,1.639424126188085e-09,4.7742048342834826e-09,4.007200282530985e-07,3.013923749697064e-10,2.7692922537198893e-08,2.7507236148107847e-06,1.35550865026574e-08
9.0,1.0429793236134746e-05,0.1977042469961313,0.801977518784255,0.0003031715226984329,4.918327796559138e-08,1.8045854600878748e-06,4.5552466299061055e-09,7.523043919967584e-09,3.88495584283376e-07,6.291877682265984e-11,4.566628397318843e-08,2.3045378062252644e-06,2.8293951660590566e-08
9.5,7.2145375348299476e-06,0.4335743703235807,0.5663683338778162,4.6045328018415995e-05,9.059035470059411e-08,1.627983493744146e-06,1.1554846133567428e-08,1.1717821168588235e-08,3.224198111292915e-07,3.3913472457012117e-10,8.750929257176183e-08,1.8693968607987778e-06,1.442127823904772e-08
10.0,6.130886380378265e-06,0.6769405988375865,0.32290093777457085,0.00014898485105092787,1.2494555205231755e-07,1.325389422379428e-06,5.525866638587125e-09,1.3614650838798211e-08,2.398018914746802e-07,8.684311578011759e-11,1.2467037830292033e-07,1.5092246169982254e-06,4.3909644998813414e-09
10.5,5.760369936832089e-06,0.8360116194602611,0.1639517525303005,2.7957016006454395e-05,1.4442246447668824e-07,1.0338330876473994e-06,3.7137098718692264e-09,1.2230843215444491e-08,1.9218220658577201e-07,5.804312175733879e-11,1.4792288664482355e-07,1.3740869897550943e-06,2.173326082500101e-09
11.0,3.2106425517240278e-06,0.9130250440640729,0.08695987848549816,9.182400904801296e-06,1.6361996550453802e-07,8.770063875265399e-07,2.134521698800336e-09,9.916852958016413e-09,1.8117172846488736e-07,1.8451042513127922e-10,1.674918628667211e-07,1.2827556337228904e-06,1.2534712408867198e-10
11.5,1.2783304786377475e-07,0.9506940836900937,0.04930236328988595,9.604028788900449e-07,2.0093117407623247e-07,8.223380433482636e-07,2.1138770696394375e-10,1.0141664538265201e-08,1.6389990005706552e-07,3.804238669376658e-10,2.011654942715354e-07,1.06510422245155e-06,6.117757115203213e-10
12.0,5.034956394104858e-06,0.9784932200972737,0.021497695784236426,1.5443324627774246e-06,2.950242858053128e-07,7.865448544485024e-07,2.919147838527435e-09,1.4623910193915164e-08,1.4678145336396635e-07,4.3808409339999296e-10,2.910306170336098e-07,9.654948812540354e-07,1.972478032729556e-09
12.5,1.5556945568932945e-05,0.9942970382112473,0.005684348921222781,5.429799783771326e-07,3.752745331392597e-07,6.995551312063586e-07,1.8017168150313709e-09,1.7226628986845486e-08,1.356742366877047e-07,4.746163754180084e-10,3.8139105558753405e-07,8.996697312756125e-07,1.8741304954804015e-09
13.0,0.0011899335221158796,0.9897429818544313,0.009065003322921438,7.24313441139698e-08,3.439012345468987e-07,5.539701215626127e-07,1.752774967593561e-09,1.2526554568487708e-08,1.0524663836841804e-07,1.882376602482506e-10,3.459297314230276e-07,6.443544328442405e-07,9.994652365202221e-10
13.5,0.0004808419751683405,0.9948574714161014,0.004657690232130772,2.3178155156833037e-06,3.609243632185783e-07,3.8768475046260505e-07,5.063596038406487e-09,1.2542513672951615e-08,7.759992802597698e-08,6.631481092929274e-11,3.633660122891658e-07,4.6908702450727896e-07,2.2265850383953363e-09
14.0,7.889892834482521e-05,0.9985404845074577,0.0013775221616015086,1.4188568561234634e-06,4.857854356219229e-07,2.526424665754494e-07,3.061440291082207e-09,1.7578751768026675e-08,6.117785028685223e-08,7.138415153305759e-11,4.907690849788252e-07,3.606349867897125e-07,3.824346542657544e-09
14.5,0.0010397996356933466,0.9984819481542168,0.0004746981766988055,1.8581121688960132e-06,6.032855362640132e-07,1.7251047132655104e-07,8.382669287877761e-10,1.9950008326888526e-08,4.791380448463685e-08,9.100222744116814e-11,6.046333028961259e-07,2.445783934430156e-07,2.1204807571185583e-09
15.0,0.003586675248630639,0.996188021435281,0.00022111869388554887,2.3935497565545822e-06,7.321099156951218e-07,1.4158494934419343e-07,1.2527493093128733e-09,2.2761759635900345e-08,3.6650855686287235e-08,1.10913475807536e-10,7.297557766597887e-07,1.2647373597442704e-07,3.716844705677107e-10
15.5,0.010312742865320877,0.989631947160465,5.164490213371178e-05,1.5609685106396556e-06,9.084918527187998e-07,1.994301309105452e-07,6.835492833143737e-10,2.6900740779704694e-08,2.9372524884385e-08,9.424933089804503e-11,9.04045866532285e-07,3.4427265124787597e-08,6.574389322939148e-10
16.0,0.034727169156076425,0.965248911547386,1.894357314600114e-05,2.264825637771353e-06,1.1245218696915527e-06,3.7294181994937495e-07,1.2712959769464653e-09,3.0423572239226434e-08,2.7543969269140297e-08,1.3273076966537968e-10,1.1162255642828321e-06,3.5934501362133816e-08,1.90260695906692e-09
16.5,0.13162457133554686,0.8683678140034329,2.7272388833711737e-06,1.2480866594190697e-06,1.3540902093002866e-06,6.621510171467928e-07,3.4519935911799883e-09,3.200547135322427e-08,3.2848806539122756e-08,1.2437042281122536e-10,1.3474671346164882e-06,2.0359311573353065e-07,3.6031945575971953e-09
17.0,0.46069074563459705,0.5392973048543902,5.708651171746168e-06,8.120880434156429e-07,1.739464644416694e-06,1.0663183339316934e-06,4.0921524232766955e-09,3.401518479247888e-08,5.197781188642724e-08,2.6159323329789284e-10,1.7501683992260469e-06,7.760596972605129e-07,6.413887164067081e-09
17.5,0.7013085803155642,0.2986818251300341,1.071447103208803e-06,1.6050934878504713e-06,2.1224762444091074e-06,1.2058389237135467e-06,5.968002561962463e-09,3.316191692392188e-08,5.583611319003151e-08,6.122378852094664e-10,2.1574137032157005e-06,1.3245214932912503e-06,1.2185056777561495e-08
18.0,0.7914915594718772,0.20849602066122935,1.1929358034726433e-06,3.3430100662602965e-06,2.5810940423622564e-06,1.030789471982159e-06,5.2998216123066655e-09,3.1268809640955445e-08,4.333818108647519e-08,1.3372935827723585e-09,2.630280339693539e-06,1.5449492088736124e-06,1.5563730083160943e-08
18.5,0.8281139150601352,0.17187214184936134,5.13794397118932e-07,4.841990085357283e-06,3.1800882582604163e-06,7.715882085066462e-07,6.169916789618146e-09,3.005912821890913e-08,2.352930498319512e-08,2.4769036545912626e-09,3.2082414383541223e-06,1.3481314731620302e-06,1.7021368817004887e-08
19.0,0.8569351740654381,0.14304996145715762,2.763996187031849e-07,4.58124004435541e-06,2.6353971565638326e-06,2.2162504828812e-06,1.4623091489192188e-08,3.3037909849454835e-08,6.194308020062024e-09,3.3561969630219958e-09,2.639481277666581e-06,2.4422756134952625e-06,1.6221844090110582e-08
19.5,0.8940346182758188,0.10594885780675496,4.993783417614542e-07,2.8939321614033038e-06,2.8617414883137707e-08,6.581140846654736e-06,3.366950353182495e-08,1.356734688716153e-08,1.8410009828156094e-08,2.9529362770651085e-09,1.3264702549514288e-08,6.4207890026508535e-06,1.819527431296249e-08
20.0,0.9351167919045843,0.06486304010158647,1.1743937819435866e-06,7.677934288320744e-07,5.624853423217156e-08,9.155458584995201e-06,5.261325486840838e-08,9.062554515987332e-09,1.625258503401354e-08,1.2504125527546308e-09,6.322442475387076e-09,8.897406132023829e-06,3.1192074273382567e-08
20.5,0.9668306514360689,0.03314013896816401,3.6772233157427824e-06,4.489378164687588e-09,2.6552987047986533e-08,1.2848089978403942e-05,5.1397834435284377e-08,6.579674154152194e-09,1.3675479757657811e-08,3.497211361151937e-11,1.985487026365869e-09,1.2530178257071612e-05,4.938856969587865e-08
21.0,0.9837577680911751,0.016199351816038595,6.385594819910046e-06,1.026622889942541e-07,6.747714029909046e-08,1.8335336493677404e-05,3.461257767627724e-08,5.364261593506746e-09,1.276534685701788e-08,6.277992095590087e-10,1.6124881952835636e-08,1.7866957843479748e-05,5.2569152497565677e-08
21.5,0.9917524249172168,0.00818732974325534,6.465504716037071e-06,2.5646039024939194e-08,8.069798719005552e-08,2.7191990962149037e-05,3.124242152323785e-08,3.932474978105435e-09,1.4044287357428743e-08,1.4048913345169775e-09,5.232278339155767e-08,2.634120551381729e-05,3.7347314249917135e-08
22.0,0.9961874186741703,0.0037394747263284375,9.181834778738438e-06,6.563644291869076e-08,2.8563522815913536e-08,3.257901481741026e-05,4.120954771314595e-08,3.3699019312645236e-09,2.528333861998711e-08,7.307254056191851e-10,3.213584277351095e-08,3.111907808169295e-05,2.9742683904246124e-08
22.5,0.9980692294253687,0.0018302579397797003,1.965762742584843e-05,3.3137451799508526e-07,1.0219037303760317e-08,4.124819867702216e-05,3.748643666112709e-08,2.230961673849717e-09,4.87050094091202e-08,3.0086446165513263e-11,1.5006785530894424e-08,3.912503967337713e-05,3.671626405687527e-08
23.0,0.9990014424140341,0.0008775263838046298,1.8374829208977158e-05,5.758643266914778e-07,1.0365642933419798e-08,5.2328162663020915e-05,2.624125272753404e-08,7.652805873766088e-10,8.934415929612532e-08,2.592709048913322e-10,1.552871749675157e-08,4.9576001123338714e-05,3.384051096649693e-08
23.5,0.9996984806900958,0.00016643655032110951,8.561258601084167e-06,8.584920308999408e-07,1.5719832346599024e-08,6.430133661376843e-05,2.7356859435329856e-08,7.972541639077789e-11,1.4922393673848808e-07,2.59902290976271e-10,2.303456017053412e-08,6.112136249746118e-05,2.463500005514464e-08
24.0,0.9996623801609726,0.00015067980922815513,4.009863217356154e-05,1.0970824640399882e-06,1.997324645839587e-08,7.425650947970762e-05,2.508979851400769e-08,2.2530667003131003e-10,2.2459522285072306e-07,3.6690383037616e-12,3.572444827286962e-08,7.116071138211198e-05,2.148254882925281e-08
24.5,0.9996990604444752,1.0026098345222298e-05,0.0001348264226548438,1.1544124202761629e-06,1.9052686189955904e-08,7.841404003341072e-05,1.4685390886025903e-08,9.143598477501173e-10,3.002043284664566e-07,1.7825320143042324e-10,3.281083155230844e-08,7.613508727115531e-05,1.5648879228634516e-08
25.0,0.9998357146339408,6.672017516899346e-06,9.44428517770514e-06,1.1349595445639737e-06,2.4660279036816145e-08,7.373367040239844e-05,9.1519542465509e-09,1.2912954700227917e-09,3.5048182616712066e-07,2.5095209643601964e-10,2.584279994084306e-08,7.288073683582248e-05,8.01748616576827e-09
25.5,0.999791907692072,3.0531733681657773e-06,8.304897211911692e-05,1.120941365008448e-06,3.125463545468135e-08,5.9875361609466436e-05,5.213481880865479e-09,1.1099200081851646e-09,3.498763191074453e-07,2.0998316628399593e-10,2.3431445144025664e-08,6.0579224379430404e-05,3.5394146988490453e-09
26.0,0.9998647399308159,2.508050920152942e-06,4.912988887342868e-05,1.114125334105282e-06,2.4530583900821067e-08,4.020610082904842e-05,1.7190601087827104e-09,5.984530622547615e-10,2.9187476715830057e-07,5.369016744369206e-10,1.7702060812779244e-08,4.196379581346705e-05,1.1454438833936057e-09
26.5,0.9999027414517309,3.7186312459977193e-06,4.864452893496901e-05,1.1606658415607295e-06,9.686970730739876e-09,2.082987878415857e-05,6.587992166408728e-10,2.338932446073417e-10,2.035299929587072e-07,6.585124533929179e-10,6.1377407977638415e-09,2.2683426142630314e-05,5.113445309264748e-10
27.0,0.9999194604975304,2.3112677522259055e-06,6.043359257957406e-05,1.2321333922528572e-06,1.9206602176325363e-09,7.7035717208788e-06,6.713551133384305e-10,1.0758832001314369e-10,1.373924778187491e-07,8.69264222594185e-10,1.922726009964572e-10,8.717128048998552e-06,6.55491528434013e-10
27.5,0.999939477717197,1.695482492106218e-06,5.085517347862056e-05,1.330385318265351e-06,4.447273405249044e-09,3.348188291175787e-06,5.248526079415422e-10,2.192610309809542e-10,1.3952309302147196e-07,1.2133537697053105e-09,5.802543228266355e-09,3.1406575304273884e-06,6.654902104599465e-10
28.0,0.9999251031590425,1.058117073952463e-06,6.199098344636072e-05,1.471118681199084e-06,1.1107667136532628e-08,5.590055776274902e-06,4.919577647457071e-10,5.16265435354313e-10,2.1600992614266595e-07,1.4565014255349058e-09,1.2548181568638851e-08,4.543898233963469e-06,5.373298256009567e-10
28.5,0.9999157675414669,2.2867303398683138e-07,6.374442701871507e-05,1.66429137084446e-06,1.999713164230043e-08,9.644153921610691e-06,1.7106879835301921e-09,8.294863257214012e-10,3.326665651633995e-07,1.9408619364055977e-09,1.20108907543456e-08,8.580315774877969e-06,1.4417383181518181e-09
29.0,0.9999013966565145,2.9418166323468197e-08,7.330979286093481e-05,1.922364606676401e-06,3.064223403111157e-08,1.162671252557608e-05,4.400096580949281e-09,1.0320138598626798e-09,4.4710034340104045e-07,2.4974391958993098e-09,8.1030125263406e-09,1.1217308413666042e-05,3.9717411272462335e-09
29.5,0.999890931017545,8.361688321909269e-07,8.407366163372393e-05,2.2330315296265735e-06,3.796478107241338e-08,1.0456743536222764e-05,8.861176992678073e-09,1.2072882575626252e-09,5.408925878162224e-07,3.2515262989459555e-09,5.552831925184737e-09,1.086340382625891e-05,8.242864088269096e-09
30.0,0.9998814859145084,3.699252050944691e-06,9.597019768398346e-05,2.57881029242177e-06,3.9192019008145116e-08,7.314803890174273e-06,1.4357285204482843e-08,1.6217257862562993e-09,6.278198612436211e-07,4.3473033018909505e-09,4.24065132760824e-09,8.245687036450395e-06,1.3755548949774152e-08
30.5,0.9998671282562365,1.0747042647269848e-05,0.00010927631331190142,2.938602524692765e-06,3.88407038999921e-08,4.0382417819370475e-06,2.041795220495042e-08,2.6030408169954046e-09,7.411367278030786e-07,5.825151803423178e-09,4.404667222318449e-09,5.038378215818221e-06,1.993699978441503e-08
31.0,0.9998467118042342,2.8864507598781004e-05,0.00011549332085879671,3.3007874460041473e-06,4.4455571595689264e-08,1.9418246406951174e-06,2.764311430960489e-08,4.555663661179293e-09,9.173839962485308e-07,7.954802387415912e-09,8.380965872482998e-09,2.6502129709884056e-06,2.7168216335630984e-08
31.5,0.9998164834092816,8.277667248184996e-05,9.244679492234005e-05,3.6696199644228655e-06,6.243433547731618e-08,1.5055627106586544e-06,3.662640406378297e-08,8.05941389111631e-09,1.187796340147468e-06,1.0962583973419168e-08,1.859530645414212e-08,1.7573941391574172e-06,3.607203109212941e-08
32.0,0.9997759558258993,0.0001900463243945059,2.3074349217009605e-05,4.059827817240499e-06,9.776877165418997e-08,2.6127434840173525e-06,4.829528500970403e-08,1.395789581699895e-08,1.5777933001527664e-06,1.510088298785095e-08,3.795542095854658e-08,2.4125492585851176e-06,4.750829438249024e-08
32.5,0.999723887900672,0.00025976839831072355,1.0393238646455774e-07,4.481384991157355e-06,1.539192303463386e-07,4.904596890492296e-06,6.36962255404281e-08,2.340082629536707e-08,2.109611427794105e-06,2.0694392354523105e-08,7.066416891076894e-08,4.349301488238441e-06,6.249881946935638e-08
33.0,0.9996591126059928,0.0003112027385104193,6.139535269664329e-06,4.909667323326334e-06,2.309696366234582e-07,8.01938115293747e-06,8.355041504423642e-08,3.760782901149274e-08,2.803359339975108e-06,2.79941718127223e-08,1.1996467393984016e-07,7.230823481478622e-06,8.180229994059404e-08
33.5,0.9995812806919048,0.00036454164005802526,2.1986473786919036e-05,5.249807243384425e-06,3.230466689643623e-07,1.1682114464694134e-05,1.0831237600175406e-07,5.699407019902536e-08,3.674469590251736e-06,3.7111745352923083e-08,1.8400006502925755e-07,1.076948318127511e-05,1.0585479818380001e-07
34.0,0.9994910527956086,0.0004212680762080761,4.6113601752276525e-05,5.328146565667075e-06,4.159660287341452e-07,1.5697841639591864e-05,1.3781812587054105e-07,7.962128338843575e-08,4.727255468716012e-06,4.7870412541395974e-08,2.526909744697455e-07,1.47438670205628e-05,1.3444886659771526e-07
34.5,0.9993907257219581,0.0004779620498815369,8.025049097248039e-05,4.960573235445687e-06,4.874800689028875e-07,1.9903571003327018e-05,1.706649246638377e-07,1.0003073078119165e-07,5.944695387531037e-06,5.959735919304537e-08,3.0827479435505786e-07,1.8960678281559247e-05,1.6617153617742616e-07
35.0,0.9992833048898081,0.0005291465591154797,0.00012746661985657865,4.075278404936463e-06,5.139998848995167e-07,2.410758046306028e-05,2.0380591559709115e-07,1.1053438646091983e-07,7.2749462090872595e-06,7.103794338475205e-08,3.3170112913270365e-07,2.3194994287775284e-05,1.9805263520331965e-07
35.5,0.999171662951774,0.000568497619323784,0.00019183124759224225,2.79147829930532e-06,4.831940994372382e-07,2.8028678414925772e-05,2.3268258709943122e-07,1.0569579437726874e-07,8.617041750313021e-06,8.051701160280854e-08,3.132459294718839e-07,2.712991031631249e-05,2.2573719370937658e-07
36.0,0.9990565986052725,0.0005960226919583348,0.00027323680137242236,1.4273675547612494e-06,4.0332357050820004e-07,3.1252340497308515e-05,2.520494972577026e-07,8.679002134335151e-08,9.811779878160187e-06,8.634252414095863e-08,2.5950196675076003e-07,3.031814700973648e-05,2.442589244983136e-07
36.5,0.998931524335027,0.0006802311182184212,0.0003106105480194952,4.157091462721993e-07,2.994689032194033e-07,3.323295632710794e-05,2.570330899958948e-07,6.136645924400492e-08,1.064740482051516e-05,8.721022958291367e-08,1.8936523439838173e-07,3.219447722940634e-05,2.490072752753801e-07
37.0,0.998780104661672,0.0009820226409796963,0.00016045368456049614,6.608535597207446e-08,1.9863454697794303e-07,3.3374487320724765e-05,2.4394446998382645e-07,3.7732191739175876e-08,1.089061047074983e-05,8.237163112121767e-08,1.2208781931606252e-07,3.216649771387287e-05,2.365614257565593e-07
37.5,0.9985862226509418,0.0010930148830861441,0.000248370534414374,3.5230447121139287e-07,1.1715659665920679e-07,3.120315375900092e-05,2.1140952175573902e-07,2.014850957807341e-08,1.034784916653727e-05,7.174501962396359e-08,6.870610241034325e-08,2.9793527368420337e-05,2.059308747737923e-07
38.0,0.9983507952611731,0.001380499555553621,0.0002066729713501501,9.883598328469575e-07,5.966012191076454e-08,2.659806439454024e-05,1.624189715490841e-07,8.975641798631643e-09,8.947009890935531e-06,5.631087473893581e-08,3.232654507400947e-08,2.5018498037157352e-05,1.6058757642701846e-07
38.5,0.9980605147585099,0.0017280988074457602,0.00016431093556945093,1.7018848869996575e-06,2.4367687202569534e-08,1.9953834447816824e-05,1.0545456632171636e-07,3.090727777392819e-09,6.798725056123886e-06,3.851463721119459e-08,1.1581261149319294e-08,1.8328145619395873e-05,1.0989962021706517e-07
39.0,0.9948726802803646,3.0305137999680743e-05,0.005080873716188701,3.6972081122845636e-07,2.7509097742494824e-09,7.08476373851795e-06,5.1539614368616575e-08,1.4348354087632293e-09,2.4301732815432492e-06,1.9301452900415608e-08,2.055011381196517e-10,6.123427566145359e-06,5.754767363079767e-08
39.5,0.9977667353598371,0.0009555683217768128,0.0012721619067645757,3.528185610641032e-06,2.3844090645101625e-10,8.765373951601907e-07,4.569180013470416e-08,7.980756483186997e-10,2.7337070271560983e-07,1.4669446538037588e-08,6.821315496082703e-10,7.545266066895005e-07,3.971146235632869e-08
40.0,0.998576743632619,0.0008075228149823126,0.0006009343985134271,8.78575548271247e-06,1.580551988910496e-09,2.5181505789151623e-06,2.990196516309414e-08,2.7691970114203436e-09,8.549200092850303e-07,1.0456312000575752e-08,3.940361901246829e-09,2.568217195590458e-06,2.3462139149669464e-08
40.5,0.9994286846325504,1.5472111735025848e-05,0.0005493112814788846,6.825807920372838e-07,6.560184009570367e-09,2.5652318758518167e-06,2.2206996530974594e-08,6.819896839182821e-09,8.801202294263563e-07,8.907435017058894e-09,1.6762567140042495e-08,2.3163463110098643e-06,2.643803314172503e-08
41.0,0.9997707129831329,0.00022614370798628965,1.9931685156058946e-06,4.859477457443321e-07,7.652048349056729e-09,3.098530714079613e-07,1.1722553820608396e-08,6.400128747129906e-09,1.0388528258067586e-07,3.1283497796239804e-09,1.8191066246811615e-08,1.941206485413811e-07,9.239448659875442e-09
41.5,0.9996258839149786,0.00015512296133105236,0.00021726492628614384,6.539596500627704e-07,9.748461935907737e-09,3.898954266677376e-07,1.1716213544583898e-08,6.847436917236141e-09,1.364950461799976e-07,4.523137620123937e-09,2.1156984582564257e-08,4.837034728176212e-07,1.0151673880175256e-08
42.0,0.9998841918409261,1.110826681057475e-06,0.00011224359967491272,1.9870938572255982e-07,1.4140177577645409e-08,9.640856620923788e-07,3.1191996438124384e-09,7.271411612635537e-09,3.1889599984812644e-07,1.519406464639756e-09,2.402856048264957e-08,9.17412789413088e-07,4.550148974099244e-09
42.5,0.9998697223819836,5.7880603206523564e-05,7.13574772669316e-05,1.5396187623521286e-07,1.5600915655825114e-08,3.9135239781519195e-07,1.5271359731994748e-09,6.204007496209741e-09,1.197049271386524e-07,5.459496227222746e-10,2.0800456978900195e-08,3.2893716714745856e-07,9.029340174450448e-10
43.0,0.999826207208746,4.539319279260298e-05,0.0001274254619043004,9.728878836223982e-08,1.695276340120047e-08,3.433692987106987e-07,3.86742056906108e-09,5.371076785249808e-09,1.0231111214343969e-07,1.6989802297550816e-09,1.769071408056419e-08,3.816946229025794e-07,3.8917401949087465e-09
43.5,0.9998986944946184,2.6761389183506643e-05,7.307597586229725e-05,2.6899930260561933e-08,1.9303487354865605e-08,6.163587901633982e-07,9.829819661769891e-10,4.633591902026527e-09,1.7547110558657906e-07,5.275197636341906e-10,1.4817360815687932e-08,6.080941334500148e-07,1.0513720337460353e-09
44.0,0.9998475157640092,8.771474675100441e-05,6.362541350421144e-05,5.4962863923137e-09,2.2041711152573296e-08,4.997204164238558e-07,2.1484787255690515e-09,3.7606544267294535e-09,1.2697315245481863e-07,9.268821025082424e-10,1.2335445960197413e-08,4.6863242159327736e-07,2.040345978242709e-09
44.5,0.9998279276717111,0.00013130866626098533,3.962585840094425e-05,6.349927622966523e-10,2.5519550466110606e-08,4.846403327549473e-07,1.5249970024303204e-09,3.015495089787938e-09,1.1308783855260825e-07,6.717255400264259e-10,1.1483620498748392e-08,4.957323140498505e-07,1.4927610037482786e-09
45.0,0.9998277815341979,0.0001556015782207294,1.510327504636348e-05,1.1625048306580288e-08,3.0731884184375266e-08,6.512103400495699e-07,1.174794414057178e-09,2.5192363710194433e-09,1.457977777957548e-07,5.219805290269031e-10,1.2922604327888539e-08,6.559597533472237e-07,1.149138401253314e-09
45.5,0.9997736638465093,0.00021888210615425452,5.786524554350149e-06,2.8119311438052656e-08,3.803192508104906e-08,7.232773335316452e-07,1.059940016817903e-09,2.234588710918507e-09,1.4826110105701898e-07,4.622478757723411e-10,1.6832768827801228e-08,7.082187841229964e-07,1.0246944824741675e-09
46.0,0.9997232799380109,0.00027225348934378313,2.6561563461845616e-06,4.131476560940996e-08,4.716203174821503e-08,7.771764382879969e-07,7.343709287612599e-10,2.2690310063257205e-09,1.4516422413302981e-07,3.277009702237824e-10,2.310356321975645e-08,7.724487412608486e-07,7.153254644773238e-10
