time_fs,S0,S1,S2,S3,T1_m-1,T2_m-1,T3_m-1,T1_m0,T2_m0,T3_m0,T1_m+1,T2_m+1,T3_m+1
6.5,1.7741837631111885e-06,0.9946328046755646,0.00023795399902848632,0.005124328394872534,1.7105241753572616e-08,8.486095420968758e-07,7.482010585218616e-08,1.334754432792197e-09,2.0503184531716405e-07,1.1150020184700527e-08,1.6441557094621723e-08,1.8303349096375945e-06,1.3391889401902458e-07
7.0,4.235468426193435e-06,0.9946682423398924,0.004082533843272012,0.00124040943758148,2.015582906899586e-08,1.2847859814662142e-06,8.452874244113963e-09,2.1696804266739414e-09,4.407938046968281e-07,2.8929614229527122e-09,2.014298671284483e-08,2.778518915334709e-06,2.0997840675298614e-08
7.5,1.1002522414863377e-05,0.9751593966277312,0.024356113697114597,0.0004678969807785834,2.8361101861070507e-08,1.5088910020657006e-06,1.0777110552212519e-08,3.510442047155671e-09,6.676516843252303e-07,3.1531626801625885e-10,2.8005968123333883e-08,3.338287487698049e-06,4.371817196712726e-09
8.0,2.9287288171916464e-05,0.9366454356640408,0.06322644794149887,9.2178626462417e-05,4.5615973217854734e-08,1.752528040990583e-06,4.4187963834564185e-09,5.668542560192615e-09,9.522715899523892e-07,9.95184834868446e-10,4.542878590810191e-08,3.834362859750161e-06,9.190092584433025e-09
8.5,5.448428580658476e-05,0.8990105091752677,0.10090613617380541,2.1317299988890336e-05,7.839207100391056e-08,2.0116859114958573e-06,1.4451870820896639e-09,1.0208207134304837e-08,1.2304860960332156e-06,7.7126516069134e-10,7.814167128302732e-08,4.14137574820613e-06,5.588972551061141e-10
9.0,5.9957539556818395e-05,0.9019583174792606,0.09797117734491816,2.2905214074234235e-06,1.2953358328711854e-07,2.236253531780372e-06,2.169898823405006e-09,1.6445853530179567e-08,1.4325633263931182e-06,3.1829576307324244e-10,1.2897455024614016e-07,4.309080797177651e-06,1.7750886096377906e-09
9.5,4.4548194797709336e-05,0.9412813528026533,0.058664666938234085,5.799493929790849e-07,1.9070224716636352e-07,2.456134642081013e-06,1.3716184966445735e-09,2.261809187939104e-08,1.5385097383822473e-06,1.6149667146498323e-10,1.89254004575722e-07,4.452842669675161e-06,5.20433215735398e-10
10.0,4.402993901161808e-05,0.977743205301077,0.022202211993403217,1.0510272889443768e-06,2.4256899339202996e-07,2.7039644292075793e-06,7.222612416594558e-10,2.5012759683836532e-08,1.6027244344076901e-06,4.074595528652743e-11,2.398732282479063e-07,4.6861904102676775e-06,6.421384684579428e-10
10.5,9.623766985965767e-05,0.9931983954574222,0.006694444969277499,6.778613845340872e-07,2.831022076656871e-07,2.976660701879207e-06,2.397865600470745e-10,2.3671415989159253e-08,1.688699248786459e-06,4.766964602010575e-11,2.7967881621724883e-07,4.991435311782608e-06,5.070631326017935e-10
11.0,0.00020290283275621113,0.9962147687538102,0.003570922824374422,4.342915206472313e-07,4.2268379773899636e-07,3.1641163029553257e-06,3.1260630601085876e-09,2.810753757365982e-08,1.7095832991208883e-06,2.2440332243093242e-10,4.195972095487879e-07,5.220885348435244e-06,2.9736624453345506e-09
11.5,0.0003858017829630358,0.9982153299680766,0.0013868058043825127,2.7345734885506375e-07,5.649246558323738e-07,3.4372563022143584e-06,5.2730504986482494e-09,2.6148495299866775e-08,1.6583291203346988e-06,1.1192787088764177e-10,5.532415929990095e-07,5.538608673164478e-06,5.0934113979357486e-09
12.0,0.0011425342343277752,0.6143347922945865,0.38451316446122175,1.676232602428151e-07,4.324576018965589e-07,2.831699112544698e-06,5.544446570665496e-08,1.3217523967155677e-08,1.1446758759309446e-06,1.2042582982535788e-09,4.1479322590751827e-07,4.391659622464518e-06,5.623463008268669e-08
12.5,0.0016224090324748767,0.39000606562306306,0.6083502358147442,1.4188243148618116e-05,2.8136705502122585e-07,2.136566222552183e-06,6.527023799533153e-08,6.557524390681445e-09,8.881432901271601e-07,9.307686180888501e-10,2.843656991622413e-07,3.3734174385898074e-06,6.466841618202137e-08
13.0,0.0014573266071404873,0.25816412089039553,0.7403582218227497,1.4611008816424902e-05,2.8040957284913485e-07,1.6880594219857262e-06,1.8100653898094194e-07,8.47519261233782e-09,6.581685284162328e-07,2.6756139868561618e-09,2.8584333386974083e-07,2.4325915121713932e-06,1.8244116333742703e-07
13.5,0.0010846761574294882,0.18485979313037224,0.8140511612362276,1.7641933736241622e-08,1.5282701409583897e-07,1.2975525233284033e-06,1.9101685845992019e-07,3.847899245982735e-09,4.2936158248480994e-07,2.5729432626221415e-09,1.4166859385007078e-07,1.9380404849203765e-06,1.9494618919632977e-07
14.0,0.0007288698056387757,0.12722671318661763,0.8720385331680252,2.5713956746579983e-06,9.962711987019208e-08,8.769350695085304e-07,2.1367946203401973e-07,2.0457038663562985e-09,3.766217222744108e-07,2.7623747118438025e-09,1.0614605357181185e-07,1.4203966319484816e-06,2.1422993126014462e-07
14.5,0.0008814035533443126,0.0971437689017295,0.9019698908907797,2.246620542668204e-06,1.2760747320119071e-07,7.136537844498875e-07,2.35425616078732e-07,1.8316263213289572e-09,2.7550535302682716e-07,2.4183660169040448e-09,1.2325623013497882e-07,9.754179731164443e-07,2.3491718245236984e-07
15.0,0.00030448576271697363,0.07177879693692257,0.9279082990360619,6.522460722857874e-06,6.053793676123666e-08,4.879676250166643e-07,1.549784545166072e-07,1.0757352081923076e-09,1.7714512794787873e-07,9.276040507815359e-10,5.451507587539824e-08,8.055776859133014e-07,1.5307853225990858e-07
