0.0,0.32302050172857144,0.6460410034571429,0.9690615051857143,1.2920820069142858,1.6151025086428572,1.9381230103714286,2.2611435121000003,2.5841640138285715,2.9071845155571427,3.2302050172857144,3.553225519014286,3.8762460207428573,4.1992665224714285,4.522287024200001,4.845307525928572,5.168328027657143,5.491348529385714,5.8143690311142855,6.137389532842858,6.460410034571429,6.7834305363,7.106451038028572,7.429471539757143,7.752492041485715,8.075512543214286,8.398533044942857,8.721553546671428,9.044574048400001,9.367594550128572,9.690615051857144,10.013635553585715,10.336656055314286,10.659676557042857,10.982697058771429,11.3057175605,11.628738062228571,11.951758563957144,12.274779065685715,12.597799567414286,12.920820069142858,13.243840570871429,13.5668610726,13.889881574328571,14.212902076057144,14.535922577785716,14.858943079514287,15.181963581242858,15.50498408297143,15.8280045847,time_fs
-2.0652671578279636e-05,-5.2970150794822805e-05,-0.00011255254174055982,-0.00024727700443534246,-0.00048149170115648163,-0.0006654165568798614,-0.0006367225004752383,-0.00047273629992127436,-0.0002949949423101605,-0.0001386135956717624,-4.180864319976767e-05,-7.427487584994581e-06,-7.53060993662773e-07,-4.7486464805232806e-08,-1.9512140858174393e-08,-4.1429361243134666e-08,-5.350757583488584e-08,-3.9128013885605066e-08,-1.6201279555312524e-08,-3.803572822199625e-09,-5.073653575029861e-10,-4.4352415200817854e-11,-7.874281235203633e-10,-6.020726618629133e-08,-2.6163471461824754e-06,-6.46684183614918e-05,-0.0009136012126377828,-0.007447370755859604,-0.03572831323039901,-0.10495881307510928,-0.20187650834337947,-0.2752942216151836,-0.28261815271500107,-0.22838888764225052,-0.14960840325084146,-0.07534086591794283,-0.025928568439291956,-0.005551937877079462,-0.0007041404178032533,-5.168044266622307e-05,-2.1691806554133857e-06,-5.171141842824959e-08,-6.971226147015595e-10,-5.299277028951431e-12,-2.2671277575467732e-14,-5.4516975624010964e-17,-7.36232581784697e-20,-5.580614930335634e-23,-2.373407723265838e-26,-5.662139711768634e-30,0.0
-2.4335310683435562e-05,-6.223926666701509e-05,-0.00014859879337742626,-0.0003337295539815756,-0.0005647167533430592,-0.0006403045270785717,-0.000511331676125333,-0.0003400844064694135,-0.00019849420028984245,-8.494969427994689e-05,-2.2584061513146403e-05,-3.4798416628885294e-06,-3.08060471179907e-07,-4.565249172344901e-08,-1.2537397217729683e-07,-2.8843992204032924e-07,-3.7735670636288e-07,-2.795454037906395e-07,-1.1717597155798439e-07,-2.7778326119763494e-08,-3.723471170515325e-09,-3.0534740283106895e-10,-2.690791304060425e-09,-1.7473343866678204e-07,-6.454228084628429e-06,-0.00013555672986786667,-0.0016304413223405328,-0.011378106010133593,-0.04722093493976044,-0.12198898211720932,-0.21140237647473026,-0.2697699155911188,-0.27250172688134555,-0.22154141878625222,-0.13821576367724095,-0.060345642540799244,-0.016854345503509255,-0.002837698652430611,-0.0002789529563071951,-1.5756662404626033e-05,-5.072615761693384e-07,-9.265778773817557e-09,-9.576391599146644e-11,-5.58918815822601e-13,-1.8394435944522263e-15,-3.4096803690477342e-18,-3.55653880435591e-21,-2.0859472639400037e-24,-6.875111422061642e-28,-1.2727635386684816e-31,0.5
-3.5346298817762625e-05,-9.573146623136829e-05,-0.00022192098420107507,-0.0004225788718207356,-0.0005745140915559424,-0.000523693275503944,-0.0003480347113451551,-0.00020273071891234971,-0.0001025650991888475,-3.623592094693417e-05,-7.719422991558162e-06,-9.480054789359311e-07,-1.2175412919027072e-07,-2.799091840923356e-07,-7.605608054305427e-07,-1.1770644201446453e-06,-1.0323694054997917e-06,-5.161743414672239e-07,-1.484862059182077e-07,-2.4906757913722403e-08,-2.4797220965552837e-09,-3.2054567202588835e-10,-1.5556494842573788e-08,-7.953649483691425e-07,-2.3014440331408285e-05,-0.00037903003051811194,-0.003593501053990907,-0.020023760313221707,-0.06795148176604766,-0.14848121762407013,-0.22632914350164407,-0.26599944954950405,-0.2578683835381952,-0.19688613056938284,-0.10499384817171682,-0.03549310068308891,-0.007211331794387456,-0.0008568871960031005,-5.8662368606540305e-05,-2.293247917709791e-06,-5.0908189845612796e-08,-6.394989042743044e-10,-4.5354936909055436e-12,-1.8134248356528368e-14,-4.083505780092758e-17,-5.1751586980547937e-20,-3.689346470715132e-23,-1.4789002478334398e-26,-3.3323635882382145e-30,-4.219603699615885e-34,1.0
-4.4008154487543285e-05,-0.00012580891974851136,-0.0002860297692472499,-0.0004833262087598448,-0.0005590533164592719,-0.00044622072693698754,-0.0002724189009758159,-0.00013701832408772463,-5.196858730945671e-05,-1.2860119596960952e-05,-1.9032898275579996e-06,-1.719355580577151e-07,-1.5701547473211493e-07,-1.282647096224286e-06,-6.188628058069898e-06,-1.675521535211193e-05,-2.5444056054716643e-05,-2.1668994278422426e-05,-1.0348330446501162e-05,-2.7711461508691904e-06,-4.1611266034252456e-07,-3.693821946042686e-08,-1.2795142044711293e-07,-4.731044375595344e-06,-0.0001007143081075562,-0.001230749709321917,-0.00879075651641132,-0.03778497503396847,-0.10169222172966003,-0.1796107153679641,-0.2228255156354131,-0.21840354314646268,-0.18291260619493643,-0.11730013306769169,-0.048644342092637884,-0.011892874863901386,-0.0016570340700344983,-0.00013015323696703384,-5.743879723063665e-06,-1.4227753798336498e-07,-1.9774638072665843e-09,-1.5419696796138333e-11,-6.745598236411781e-14,-1.6555157051975014e-16,-2.2793329123428717e-19,-1.760508072896983e-22,-7.628136807271654e-26,-1.8541444433468833e-29,-2.5281786298634165e-33,-1.933773165588362e-37,1.5
-7.347963896187848e-05,-0.0002064467534214114,-0.00039086309166276004,-0.000490818135634744,-0.00041531687825935385,-0.00027457462465100006,-0.00017126208210913288,-8.927250692620633e-05,-3.0451848838892622e-05,-6.07334567071837e-06,-6.860749532553667e-07,-4.3598971453618284e-08,-1.971028250347373e-09,-2.637049484802703e-09,-9.64402361838697e-09,-2.1088218919454582e-08,-2.700514348288022e-08,-2.008691185205424e-08,-8.632140202709888e-09,-2.145502055666579e-09,-6.600973974981077e-10,-2.8248867070350223e-08,-1.2873143681403775e-06,-3.336986998324303e-05,-0.0004957164066962867,-0.004282202828093788,-0.022050039650216964,-0.07037699963877297,-0.1472012756943749,-0.21679296360321224,-0.24334621583832014,-0.21710499196438976,-0.14652958722031437,-0.06752555876438283,-0.01957820933844991,-0.003414736416063848,-0.000350363344048744,-2.0889781396696747e-05,-7.179307286075852e-07,-1.4134305476550504e-08,-1.5861184697507358e-10,-1.0104385553202283e-12,-3.642582431884976e-15,-7.412495971969521e-18,-8.499025479558567e-21,-5.483106910653647e-24,-1.9883895761137258e-27,-4.050217488825711e-31,-4.6316006261657987e-35,-2.972337768291903e-39,2.0
-0.00013823029969692793,-0.00030961273237453945,-0.00045130641417135434,-0.00043715927576167956,-0.00031867580041715615,-0.00022817118526163407,-0.00015838478472996796,-7.792111047265007e-05,-2.2855290878103936e-05,-3.811008897086739e-06,-3.5738393616756003e-07,-1.882958819017348e-08,-7.973323415151189e-10,-1.3602568293737301e-09,-4.491874362350907e-09,-8.8553707505471e-09,-1.0308113751653591e-08,-7.100718316323435e-09,-2.9427868510983562e-09,-8.429848472875622e-10,-7.692862962658236e-09,-4.067430020722548e-07,-1.2439234309191487e-05,-0.00021775328721205346,-0.0022056607551718082,-0.013169871997914476,-0.047901047119275036,-0.11225899293506017,-0.18367149453214127,-0.22556173578887334,-0.21158143063974444,-0.14759142053347485,-0.07452404344784264,-0.0264594931697815,-0.006275350658640925,-0.0009344229358905441,-8.312973516128861e-05,-4.285462236039531e-06,-1.259303358817294e-07,-2.091919881198413e-09,-1.9563823078271925e-11,-1.0279506663585019e-13,-3.031522546796087e-16,-5.015318431888216e-19,-4.653433837042676e-22,-2.421189306333639e-25,-7.06374005563956e-29,-1.1555166133353052e-32,-1.0598521124454839e-36,-5.450518130452224e-41,2.5
-0.00013226159563493284,-0.00029436067616684747,-0.0004078598483896028,-0.00037870087816635305,-0.00028666883988718157,-0.0002147197938857605,-0.00013517820208226998,-5.532815971583486e-05,-1.320904902710166e-05,-1.7854814450036944e-06,-1.3564931303564537e-07,-5.836521812797308e-09,-5.202858441157919e-10,-1.670718750462301e-09,-4.557864266121689e-09,-7.726831466288067e-09,-8.14773972943384e-09,-5.452992336604404e-09,-2.70527187951289e-09,-2.3664299168024154e-08,-9.896228592420435e-07,-2.4097649584708743e-05,-0.000333704192453122,-0.0026674666551938786,-0.012714504373877342,-0.03869524428431966,-0.08463917937453748,-0.1488079158392394,-0.20775707147387337,-0.2087227720872005,-0.14440081308586616,-0.07278910178046472,-0.028652613101263397,-0.008331766180930865,-0.001572931176610865,-0.000176568491591833,-1.1346679429948039e-05,-4.1173270192459655e-07,-8.396854986830956e-09,-9.609186102332596e-11,-6.167285216562785e-13,-2.2195284683087637e-15,-4.4787835243737304e-18,-5.067374597672025e-21,-3.2145961563912924e-24,-1.1433764274478738e-27,-2.280190227499164e-31,-2.549598708315904e-35,-1.5984219734997103e-39,-5.618623053408416e-44,3.0
-0.00010676981745273537,-0.00023728310770003175,-0.000348106570102988,-0.00035941797629547627,-0.00029310784341204336,-0.0001985696341878111,-9.870669139223155e-05,-3.096719356441167e-05,-5.677089953495397e-06,-5.913432712406319e-07,-3.473189289938432e-08,-1.6549077867701851e-09,-2.93946863327235e-09,-9.547370243717159e-09,-1.8124531593182865e-08,-2.042162110724264e-08,-1.4361841515195433e-08,-7.673678129990133e-09,-6.094807656009194e-08,-2.3735984772032603e-06,-5.472127571345592e-05,-0.0007212694922352956,-0.005473583521171903,-0.024265651989220854,-0.06521601022561897,-0.11711935527882594,-0.1676167616756559,-0.20942576356896506,-0.20264450931922995,-0.13739050638354836,-0.0691175013274195,-0.028319575091179067,-0.00879296375846163,-0.0017694188979583201,-0.00021014446049671246,-1.4219680189423334e-05,-5.420957472188927e-07,-1.1603930531322675e-08,-1.3932809527180738e-10,-9.380940288252662e-13,-3.541517154340916e-15,-7.496457452110028e-18,-8.896990293155525e-21,-5.9203779065019895e-24,-2.2088931585338097e-27,-4.620818039356012e-31,-5.419782676004399e-35,-3.564213559131955e-39,-1.3142088920559268e-43,-2.7169642351736208e-48,3.5
-0.00011065402857854174,-0.00024717038105643587,-0.0003740825965059413,-0.0003981162990091195,-0.000307892585289042,-0.00017179874805150336,-6.465837605575762e-05,-1.5131821203045067e-05,-2.084417592935786e-06,-1.643883425255264e-07,-7.371400237699411e-09,-5.477050676035339e-10,-1.9143712994484846e-09,-5.827796486941589e-09,-1.0562747777548401e-08,-1.1865960835703699e-08,-1.017510825788979e-08,-1.0390331206101297e-07,-3.6400188461753945e-06,-7.553332032785812e-05,-0.0008985920573584004,-0.0061949184174336725,-0.0252278794274313,-0.06324438450154096,-0.10743472770424793,-0.1446817921146817,-0.16581972415740884,-0.1469090409199165,-0.09630335904785547,-0.05186028529501065,-0.02356469471653143,-0.00763480729917313,-0.0015169659832448982,-0.00017364170054912697,-1.1230237411011688e-05,-4.0810677394476495e-07,-8.320261182806378e-09,-9.512428822806116e-11,-6.097966274651601e-13,-2.1918112696316526e-15,-4.417145813192031e-18,-4.991138325496211e-21,-3.1621061246064165e-24,-1.1232389362455293e-27,-2.2371067318923596e-31,-2.4981591323414893e-35,-1.564128147842121e-39,-5.490898308800628e-44,-1.0807700632085152e-48,-1.192729741663562e-53,4.0
