S0,S1,S2,S3,T1,T2,T3,time_fs
0.9905931351471082,0.00931057129280178,3.411147319547735e-05,8.520773668568422e-06,5.275350457533954e-05,8.135127148614507e-07,9.429593717076315e-08,41.0
0.9920364143328637,0.00786197793649649,4.341675545627334e-05,5.466045985450498e-06,5.2092518602341425e-05,5.341149445185592e-07,9.829570015635388e-08,41.5
0.9501742042515074,0.04973437801730697,3.889977142700147e-05,3.4700252558903384e-06,4.8375790749260034e-05,5.74604536263172e-07,9.753920209477014e-08,42.0
0.9276590209273178,0.07226943959895792,2.3043875324341363e-05,2.630979771591574e-06,4.5167493971968496e-05,6.008731065734274e-07,9.625151004349636e-08,42.5
0.9648086584149707,0.034867900225271496,0.0002772009097651774,1.2487020165904697e-06,4.437896415801241e-05,5.200263519206128e-07,9.275740649298039e-08,43.0
0.9877634931571535,0.012111970519170736,6.594333663453519e-05,1.4491174658968389e-05,4.343563661988684e-05,5.841329632912315e-07,8.204281738972755e-08,43.5
0.9940236401123185,0.005901071490702978,2.951041180588388e-05,2.3427725401053965e-06,4.2709546621846366e-05,6.510938648544534e-07,7.457214252955945e-08,44.0
0.9954267609665879,0.004519417403805008,9.563398277272946e-06,3.1947406251798988e-06,4.0200364633823354e-05,7.715359242284155e-07,9.159011486643629e-08,44.5
0.9977517245048342,0.0022004378238525625,7.432109909585868e-06,2.1108841574919313e-06,3.730771087350859e-05,8.909454266104657e-07,9.602089225587259e-08,45.0
0.9994583023967931,0.0005024699395776742,2.579536462016506e-06,1.4140967443024083e-06,3.41602869527167e-05,9.823168145035095e-07,9.142668498256819e-08,45.5
0.9997912499052616,0.00016876667064120616,4.2933013556139125e-06,1.281512831508446e-06,3.313489838943317e-05,1.2113252217739156e-06,6.238629053395515e-08,46.0
0.9997656396075121,0.00019927158058322602,8.299454507646897e-07,1.7022050781159245e-06,3.1025683661242406e-05,1.4723128315473924e-06,5.86648326242196e-08,46.5
0.998998735051789,0.0009659252728329454,2.3230727739845035e-06,1.7760834347834035e-06,2.9266667455462892e-05,1.917353735312874e-06,5.64979493446581e-08,47.0
0.9965073201740756,0.003456613251544159,2.55156053637968e-06,2.2670085028391905e-06,2.856227200856155e-05,2.6508849567703747e-06,3.4848351189906625e-08,47.5
0.993718053010616,0.006246039323500087,2.6540195405716173e-06,3.0875337311294556e-06,2.6591678931572868e-05,3.5419879172912644e-06,3.244576024571208e-08,48.0
0.9942308178268162,0.005732518864873578,2.1144505744532887e-06,4.463902017242874e-06,2.538327477756872e-05,4.671518232336906e-06,3.0162682404569724e-08,48.5
0.9965827080404441,0.0033786593767491696,2.0002542579956467e-06,5.550300671259891e-06,2.4719176739524622e-05,6.333918301426461e-06,2.8932847721865197e-08,49.0
0.997664508486459,0.002295232077501809,1.163839254648458e-06,6.033699906513245e-06,2.4210170473744598e-05,8.823667713209653e-06,2.805870630718976e-08,49.5
0.9969611135538994,0.0029967098991145664,1.2246979916399183e-06,5.600139655392609e-06,2.2903169148651e-05,1.2421035882710449e-05,2.750433126566008e-08,50.0
0.9948017852231925,0.005154288649535218,1.589818832883981e-06,4.739424635299252e-06,2.0149907555411735e-05,1.7410504684220553e-05,3.647150861356475e-08,50.5
0.990008396276251,0.009945091910208887,1.6972933396027003e-06,4.012813672579146e-06,1.67709574443704e-05,2.3995367324800896e-05,3.538177262096105e-08,51.0
0.981280029501378,0.01866663513475432,2.6183253840282817e-06,3.6165744508332857e-06,1.4885836568486546e-05,3.217942144379239e-05,3.520603544791047e-08,51.5
0.9694239277239051,0.030507960322820462,6.448753824014788e-06,4.7896988046817645e-06,1.5276260302698688e-05,4.153544489153564e-05,6.179546826724303e-08,52.0
0.9581361164309976,0.041780038816666976,1.2762068144477399e-05,3.812237626748688e-06,1.619817327535445e-05,5.100851997919512e-05,6.37533598286881e-08,52.5
0.9521502301936557,0.04774741411013799,2.2458710670213793e-05,4.200835763539841e-06,1.6533665561283074e-05,5.9097948618069066e-05,6.453556109438174e-08,53.0
0.9527492464775857,0.047120625349256234,4.270528804630545e-05,6.786248808928762e-06,1.6325055600404665e-05,6.419626500412511e-05,1.1531569086285016e-07,53.5
0.9578367996052584,0.04201264689280949,5.431205707434765e-05,1.5738018096964964e-05,1.5442900769772078e-05,6.493989120929219e-05,1.2063480811376326e-07,54.0
0.9644524696280546,0.03539049601616648,5.244867100190298e-05,2.890403847461837e-05,1.4550474237326687e-05,6.095717351264857e-05,1.7399859523399172e-07,54.5
0.970959665576493,0.02890451090812764,3.359539572234692e-05,3.375244017270617e-05,1.4545933993225883e-05,5.373576925534583e-05,1.9397625505799557e-07,55.0
0.9769937682515538,0.022791346520040338,0.00012854263786886403,2.4792259661482324e-05,1.557683082817943e-05,4.5802594720605966e-05,1.7090528134022954e-07,55.5
0.9829528912368531,0.01694161777683836,4.0978287449006715e-05,8.408047519784097e-06,1.763467344452061e-05,3.8345040567141375e-05,1.2493729446593828e-07,56.0
0.9874742403468678,0.012393883512371239,7.822202815243802e-05,2.1695660343812196e-06,2.132367660577162e-05,3.0052666353732663e-05,1.082036216871374e-07,56.5
0.9742678103010167,0.025659069686827518,2.430319841056238e-05,1.591668407876751e-06,2.6692195706242578e-05,2.0379388608579583e-05,1.5356100958696642e-07,57.0
0.8874653592170891,0.11246169359234358,3.0322414139478924e-05,2.587553736514271e-06,2.6934034972110402e-05,1.2960914030100927e-05,1.4227371372379252e-07,57.5
0.8866206667253049,0.11331184540359561,2.451941065123132e-05,4.083590082035927e-06,2.7712435140011204e-05,1.1094067895741068e-05,7.836731944783306e-08,58.0
0.8873305619977526,0.11260511060421886,1.7692334081494242e-05,6.030653504664962e-06,2.6130987955350574e-05,1.4419363678481709e-05,5.405873182104297e-08,58.5
0.8857972894519813,0.11412600046274839,2.757849858453854e-05,7.096387223531212e-06,2.3351778961008442e-05,1.8632377079594905e-05,5.1043420629850104e-08,59.0
0.8694176248400228,0.13042211373770277,0.0001055023392982456,1.5235653823640525e-05,2.1111034588498984e-05,1.8361855434706295e-05,5.053917627776433e-08,59.5
0.8467132161164627,0.153017006362588,0.00023234019225697538,4.528386273442816e-06,2.097219487508735e-05,1.1812038151648403e-05,1.2470940884749864e-07,60.0
0.8218552436750177,0.1780164701873822,0.00010045634791457755,1.5508974738276167e-06,2.2182038015763747e-05,3.972331062306194e-06,1.2452311998682646e-07,60.5
0.8065083102082217,0.1934309718807065,3.432461458927824e-05,2.059777269919133e-06,2.324976698291643e-05,9.71907718747826e-07,1.118445374719704e-07,61.0
0.7994009899592295,0.20055397506681794,1.4944079545346292e-05,4.949912004315785e-06,2.339190135048788e-05,1.6398160924143718e-06,1.0926493109406107e-07,61.5
0.7966256070886364,0.2033310928850372,1.3938528697430529e-05,4.339625495060689e-06,2.379004954648949e-05,1.1212703506438261e-06,1.105522379105265e-07,62.0
0.7967896691768106,0.20315688145657962,2.537685785821039e-05,3.306567881170374e-06,2.4155573297557927e-05,4.884370241283572e-07,1.2193051935728248e-07,62.5
0.801167091164125,0.19879319087917988,1.3801039762363738e-05,2.2977083576571957e-06,2.2699078459953843e-05,5.791641513592408e-07,3.4096601244353816e-07,63.0
0.8711255612301205,0.1288311442478999,1.96860319878199e-05,1.5314389479432472e-06,2.123640862962316e-05,7.112737160253611e-07,1.2936869183048255e-07,63.5
0.8669802007199677,0.13292254300874362,6.022027941586203e-05,1.6524011425431466e-05,1.9612924292208212e-05,7.120052554133843e-07,1.8705091328274555e-07,64.0
0.8683680919313601,0.1315144038456709,9.232930575958808e-05,6.062819387704646e-06,1.8130156435409136e-05,8.450968773789697e-07,1.368445382559976e-07,64.5
0.8728443813108456,0.12673526503231933,0.00040078191989721126,1.5691273088425186e-06,1.6896566634064545e-05,9.625001998209213e-07,1.435428317785864e-07,65.0
0.8793838744466586,0.119624690787651,0.0009734870517385647,7.87443608855497e-07,1.5929302929647664e-05,1.109976545513067e-06,1.209908655344304e-07,65.5
0.8837676526305662,0.11572852315274816,0.0004867335105699909,4.541733514254223e-07,1.5154114330972984e-05,1.3581125982311302e-06,1.2430581958506366e-07,66.0
0.883207062072454,0.11667321488150062,0.00010257954579097637,5.28060199765926e-07,1.4458718931219222e-05,2.0150432337494516e-06,1.4167787888802366e-07,66.5
0.8823984567422115,0.11741209817213008,0.0001628923809130461,7.970142735778615e-06,1.5055687549806116e-05,3.3742982836185e-06,1.525761779907284e-07,67.0
0.8778951392447376,0.12207170436529997,8.841337826588991e-06,3.173587003223625e-06,1.57710535741778e-05,5.251863340284161e-06,1.1854820543536871e-07,67.5
0.8727036973249666,0.1272656935681811,5.571909794537386e-06,1.7837182528750167e-06,1.5757836599761182e-05,7.391808523437644e-06,1.0383361814883966e-07,68.0
0.8731377816946367,0.12683335314026822,1.3554867901140444e-06,1.1083448252708213e-06,1.6701619090722156e-05,9.607165049230393e-06,9.254934421299082e-08,68.5
0.8855691140269859,0.11439752123214768,2.793280002695669e-06,1.090746368477418e-06,1.758295129239092e-05,1.1812384516499197e-05,8.537868936954644e-08,69.0
0.8967936605954535,0.10316384244511996,6.840897190269806e-06,4.4328858517256544e-07,2.068146370478442e-05,1.4451860961728683e-05,7.94489728166723e-08,69.5
0.8930707559827646,0.10687999783483298,6.03639854670976e-06,6.103965773719079e-07,2.449830412983776e-05,1.8026273478995604e-05,7.480965561002728e-08,70.0
0.8857566854471156,0.11419158439075162,3.465653400104615e-06,6.626215891524165e-07,2.7441116238221038e-05,2.008749954145189e-05,7.327138934010938e-08,70.5
0.8819871159641717,0.11795678084180265,3.3453503657060164e-06,8.555372727028746e-07,2.85266707530822e-05,2.330848740281906e-05,6.714825762499786e-08,71.0
0.8815149014589353,0.11842485373717399,3.436519321427898e-06,5.243973121406245e-07,2.825129944896981e-05,2.797839003136923e-05,5.4197770840016695e-08,71.5
0.8810082711813121,0.11889917337067679,3.0322394556326737e-05,2.0423499892638124e-07,2.7702664470575303e-05,3.427481326988795e-05,5.134073377437372e-08,72.0
0.8794156630985301,0.12050546974478908,8.327067665949597e-06,1.1377460800641545e-07,2.8596182580267794e-05,4.1785545518293055e-05,4.4586360837206824e-08,72.5
0.877100892862894,0.12281210618523548,8.09123998148019e-06,2.3479045793327164e-07,2.879611212841674e-05,4.9836412200223975e-05,4.2397072562045915e-08,73.0
