trajectory,points,final_time_fs,energy_drift_eV,energy_range_eV,max_step_jump_eV,population_norm_error,passes_example_filter
TRAJ_00001,201,100.0,-0.005948000000000064,0.43013799999999947,0.40613800000000033,2.3514523661560816e-13,True
TRAJ_00002,201,100.0,-0.2065469999999987,0.4100780000000004,0.21480899999999892,2.5424107263916085e-13,True
TRAJ_00003,201,100.0,-0.41397699999999915,1.2346280000000007,0.9576840000000004,2.970956813896919e-13,False
TRAJ_00004,201,100.0,2.1728369999999995,2.2791010000000007,0.6997339999999994,2.6778579353958776e-13,False
TRAJ_00006,201,100.0,1.2554289999999995,1.3767800000000001,0.6885280000000016,2.6056934387952424e-13,False
TRAJ_00007,201,100.0,0.04637499999999939,0.6494179999999989,0.502362999999999,2.4424906541753444e-13,False
TRAJ_00008,201,100.0,1.5042169999999988,1.585706,0.7007840000000005,2.802202914153895e-13,False
TRAJ_00009,201,100.0,0.26990799999999915,0.3718439999999994,0.10614699999999999,2.751132655021138e-13,True
TRAJ_00010,201,100.0,-0.5213809999999999,0.7394780000000001,0.38088500000000103,2.694511280765255e-13,False
