time_fs,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13
0.0,1.2455612822676521e-15,5.490707867008912e-11,2.842702436950974e-14,2.8822092425836915e-11,2.476912164609582e-09,4.326398761901288e-08,3.0368667062000104e-10,1.5306342986531326e-15,6.437310259262633e-06,6.829295598305283e-08,2.3527796587335225e-08,0.9999934247406085,1.295262469406949e-14
0.5,9.368534157238887e-08,9.868708622572575e-12,1.9547038421697063e-14,9.325048461271298e-12,1.198376731763996e-09,3.1121400621472136e-08,7.140682281320218e-11,0.00020362309205527443,1.0107250505318412e-05,8.463043645766345e-08,1.335413464232174e-08,0.9962058782301538,0.003580167346943157
1.0,1.1616950045157272e-07,8.999539957291116e-12,5.3630561811007394e-14,1.2034056501422235e-12,2.4047737066418125e-09,2.0993308900108456e-08,1.18699150702643e-10,0.0010247475746629478,4.018711254229933e-05,1.22330806060707e-07,1.2978320169944523e-08,0.9941832762374097,0.004751514069665339
1.5,8.704454510512031e-08,1.5581403935482884e-12,1.236869433308786e-14,2.0515551183756588e-12,2.5749170011197037e-08,1.6928528704903225e-08,5.804813738749775e-11,0.007282537875911955,0.9895245550749078,4.545279640343864e-07,6.102644369118942e-08,0.0004019182069163742,0.0027903435039280957
2.0,2.7872430144360372e-08,2.7291824228935176e-12,2.6038484670347448e-14,3.3105288028024467e-13,1.1444093510779961e-07,2.177940924648972e-08,3.7586046258221185e-10,0.07832375441364617,0.9192271473402036,9.887571347397864e-07,6.573232302959681e-07,1.7540130080796955e-05,0.0024297475640409827
2.5,1.3108161372961111e-08,4.990344462614134e-12,7.374342756569923e-13,2.6728882934472026e-12,2.856280992400306e-07,5.265558450512042e-08,3.341476084540452e-09,0.45809800714695514,0.536627000399924,1.5181496356910428e-06,2.8982620248607224e-06,3.5706739262644454e-06,0.005266650625785098
3.0,9.530613503045868e-09,5.734639458635682e-12,2.539115897700793e-13,7.217114215749041e-12,4.992956958185631e-07,4.419479262302248e-08,3.8832536451689086e-08,0.606408665167692,0.3850350803323234,1.960371591028592e-06,2.671340249146453e-06,1.30617139813379e-06,0.008549724749858408
3.5,6.597572195978023e-09,6.680405846479514e-12,1.4573507622343049e-12,1.3587664167391449e-11,5.936780494937025e-07,1.373461788190971e-08,6.929425352006993e-08,0.5643731720580258,0.4270259042997959,2.1641537010136275e-06,2.161221810438938e-06,1.1239510640723905e-06,0.008594790989299139
4.0,2.514990829226722e-09,3.817918007909278e-12,2.982228811025433e-12,1.7902759917868783e-11,5.062432836909452e-07,5.255964611956109e-09,8.577639330680773e-08,0.48470741500044645,0.5095591327892163,2.0374937429589403e-06,9.913183964863345e-07,2.167948279039917e-06,0.005727655634503823
4.5,7.940256985206477e-10,8.508976033489254e-13,3.2602246749936987e-12,1.1969926898394244e-11,4.449949481151063e-07,3.5744371016230303e-09,1.0373158516376152e-07,0.4079443107793339,0.5884269415939365,1.6341728040990844e-06,3.467343065059154e-07,2.6866508666519527e-06,0.003623526957624097
5.0,1.16773592983957e-10,1.0922298530522696e-12,2.9977740302303122e-12,4.32485317254753e-12,4.3243786485007105e-07,4.514973783664345e-09,9.093998911833223e-08,0.374638859275321,0.6229079482360379,1.173916537571295e-06,4.0446096068383225e-07,2.3344169589533537e-06,0.0024487516761023884
5.5,1.8566611813117446e-09,4.8230997355780125e-12,1.839067591071338e-12,1.450849305009922e-12,4.197339654850023e-07,3.3825456932969253e-09,7.273212438504942e-08,0.5368098925259055,0.4620476709538257,6.688553784600878e-07,3.3981483324026993e-07,1.5884020945275085e-06,0.0011393417344855014
6.0,7.912482999288982e-09,1.6711414688752924e-11,1.5693621825654294e-12,5.8545715699466755e-12,3.767371853019786e-07,2.6221542071781387e-09,5.596426310094445e-08,0.6847223581956595,0.31398824405130843,3.7803873477266497e-07,2.4090289558472115e-07,1.0201698656237043e-06,0.001287315381204383
6.5,2.2615773518583755e-08,4.092129004388857e-11,1.042408685522357e-12,1.47076889700326e-11,3.2746757950587795e-07,1.1131002197645471e-08,3.235251622852983e-08,0.7969811132474183,0.20108268707926072,2.3004037045740227e-07,1.3957375969988477e-07,6.18998528100804e-07,0.0019348174371067671
7.0,5.588075536962727e-08,8.279540788528044e-11,1.0899681743801196e-12,2.1609869742200547e-11,2.419560563671458e-07,3.763809793855703e-08,9.176314949228587e-09,0.8738766721897873,0.12451827067555853,1.5600786459875267e-07,5.110190567089691e-08,3.842315869010685e-07,0.0016041210365083532
7.5,1.2256463391966055e-07,1.1431900223364635e-10,1.9417457353649304e-12,2.2828608300502653e-11,1.3124656983031374e-07,9.284517880368496e-08,1.8973124624683765e-08,0.9194616903909872,0.07971612345568521,1.144186257895661e-07,5.835341596738259e-09,2.5828811806591565e-07,0.0008214418425650848
8.0,1.7293987665062902e-07,9.448609993856652e-11,3.816952599148204e-12,2.6398746006287636e-11,4.76947501415925e-08,1.7580003272591984e-07,8.54803015016662e-08,0.9417531254819158,0.05732556397864985,8.57675377548458e-08,8.749199988480114e-09,1.5611700697521944e-07,0.0009205778659344499
8.5,7.440289929040352e-08,5.276526011952712e-11,7.527518493144467e-12,3.344627731639376e-11,1.061770784663505e-08,2.642986943811653e-07,2.1285207577555053e-07,0.9547949757057665,0.04392815312158959,5.235951472869207e-08,2.126621044679928e-08,6.607551648006988e-08,0.0012761692063360715
9.0,6.19563980852062e-09,4.189021246896839e-12,3.281665368462373e-11,3.991220640921185e-11,6.588073752555938e-08,3.29600763873989e-07,3.860567515495743e-07,0.9671667038049386,0.032032006661417506,2.501250044854533e-08,1.6778322152894254e-08,2.097679933534278e-08,0.0008004389552012851
9.5,1.6427791467096637e-07,2.4781422907015794e-12,2.1563868870379595e-11,4.180416684469958e-11,3.8180468907143845e-07,3.594858628995942e-07,5.26772019458425e-07,0.9778276091074883,0.02182532675949073,1.9937473665250734e-08,4.6076287347551454e-09,1.4836547460872996e-08,0.000345592345045001
10.0,3.703562641137298e-07,5.430197632658867e-12,1.2290834899506326e-11,3.8661846529154583e-11,1.2268060889112718e-06,3.722763984922977e-07,5.586896864394903e-07,0.9842582082623628,0.015225407076415802,1.842239344002993e-08,7.372572956472251e-10,1.2905325304514239e-08,0.0005138244113744116
10.5,4.3301247150332577e-07,8.595501681275131e-12,7.767367524396348e-12,3.5287334713073355e-11,3.258223346772838e-06,3.81064991748355e-07,5.230511119167258e-07,0.9880695532130156,0.011523506732107051,7.738735799984028e-09,2.27267892402177e-09,4.872112577115372e-09,0.0004023297678224556
11.0,3.1304387367914035e-07,1.1319435203684345e-11,4.91579245129027e-12,3.8546993504285285e-11,9.760057373701083e-06,3.822925764823142e-07,4.847299244937308e-07,0.9917910120314519,0.00809608617513362,2.040966733428793e-09,1.2400439525424112e-09,1.4437846711473134e-09,0.00010195689017150034
11.5,1.8145291696138186e-07,1.4053572865395187e-11,2.9378843164615033e-12,4.826370920407389e-11,5.628945945697949e-05,3.812928086840502e-07,4.6619502552837316e-07,0.9959576090041344,0.0039262761755505735,2.595400736718048e-09,3.4355851588463436e-11,1.191128581256035e-09,5.879253392107852e-05
12.0,1.9812666356275546e-07,1.7139441352488735e-11,3.418821463943208e-12,6.802420533267018e-11,0.9973741259307347,3.8156144623409575e-07,4.776699755289824e-07,0.0017084783810227251,0.0008867734546995332,6.925784908550514e-10,1.8925846140192893e-10,3.4248889915881003e-10,2.95635626038276e-05
12.5,1.7647965052281388e-07,1.4746640924348388e-11,7.82219945350427e-12,8.652408761746721e-11,0.9992163297087455,3.656800376049467e-07,5.000816687814725e-07,4.443327471243377e-05,0.0007305749879620927,4.740755877233647e-11,1.5546478984712536e-11,1.168564971573304e-10,7.619498320054508e-06
13.0,9.145394881171937e-08,1.2597803059872829e-11,2.3155528921838216e-11,1.8508728564755235e-10,0.9978709762120883,3.3329342933109505e-07,5.377857157388264e-07,1.5301336670654274e-05,0.002112187121709823,7.249149383370512e-11,1.9883093989165882e-11,3.719506247873883e-11,5.724460893345659e-07
13.5,9.091595538701281e-09,8.06545111614861e-12,5.1349894877026315e-11,3.3684046906680014e-10,0.9977314846991039,2.644718137109179e-07,6.061218979000529e-07,8.96423976429396e-06,0.0022568318793970755,1.0218051605406149e-10,7.338182830537143e-12,1.7948644956596786e-11,1.8389726548445742e-06
14.0,1.585567910653607e-07,6.423284794435099e-12,9.093491846165082e-11,5.697833067628953e-10,0.9991257728234051,1.5271238007022258e-07,6.924191123058807e-07,6.694718314587785e-06,0.0008600312713128225,3.6139165077043e-10,2.856237561633659e-11,5.589924214186765e-12,6.496436077259115e-06
14.5,4.1142155891527283e-07,1.516605125213566e-11,1.1155172510397238e-10,8.287882408673374e-10,0.9997450614881913,1.6687737645954296e-07,5.95137098453241e-07,5.439983585587974e-06,0.0002345493002984575,9.506929325078666e-10,3.824571924490775e-11,2.252339705761087e-12,1.377384528176142e-05
15.0,2.26752323205089e-07,2.809846806606965e-11,6.589806450605237e-11,1.0948041993821621e-09,0.999334378370109,1.2635317999816243e-07,4.695311728725787e-07,4.327248880340427e-06,0.0006445521652767559,1.5776659297950115e-09,4.8635944107801186e-11,9.051773911545708e-12,1.5916754815742358e-05
15.5,3.523834653649583e-08,1.1718664162365438e-11,1.4398997138622678e-11,1.0932753487023858e-09,0.9993168996393487,6.587912645903325e-08,3.150527038828976e-07,3.157521539762836e-06,0.0006723840651965909,1.0925469139796805e-09,4.4183096043720773e-11,1.4517290141695743e-11,7.140333075681571e-06
16.0,5.5983509189640273e-08,9.38677857787051e-12,8.553039663053744e-11,4.43036926611263e-10,0.9997709886788021,5.2705522325143446e-08,1.7279229642693318e-07,1.9884840055615756e-06,0.00022656455275943394,1.8140746632365431e-10,1.8368345009062773e-11,1.9799459941170185e-11,1.7604553505052318e-07
16.5,1.0712146324610396e-05,2.6062200907659254e-12,2.48013828405575e-10,7.639776692057026e-10,0.9999662409235479,4.716327705647601e-08,1.1119635178993136e-07,1.024160572616583e-06,1.8056344485500616e-05,8.863621421757035e-11,1.2393941299736479e-11,1.3262866022751257e-11,3.806936500819876e-06
17.0,4.7425848825053615e-09,1.3743167430624066e-12,2.551544535419561e-10,0.00012345284856779567,0.9998552099763275,3.453457957350091e-08,6.961713445128306e-08,4.431266620982265e-07,1.837704089429915e-06,1.161234817286358e-09,1.2861635178523988e-10,5.117235627580566e-12,1.894589859329429e-05
17.5,1.9000267861079192e-10,3.5437379692394904e-12,1.9688262404532646e-10,0.0008380554119649871,0.9991234242592296,1.4013739047947564e-08,3.374813334143931e-08,1.7716151835615158e-07,1.5208097722112689e-06,3.6764618378264e-05,1.578854035758977e-11,1.2929715390903193e-10,9.441634693414498e-09
18.0,7.310031091776159e-11,3.439599784842312e-11,1.3178953250946463e-10,0.004746877909530719,0.9952092923440591,1.6626366980021416e-09,2.017393888257253e-08,6.338480385639115e-08,8.712298711562327e-06,3.503153478211351e-05,1.997876551076381e-12,1.6575097947271113e-11,4.337778386361759e-10
18.5,2.0425979783675082e-09,1.0098707701092183e-10,1.7438768961461575e-11,0.023624795927837682,0.9763442072198965,3.507350043836992e-09,9.134409924878934e-09,1.764322505067898e-08,1.3952629630747569e-05,1.7011594640121513e-05,3.2825410869651567e-12,4.6933438451167435e-11,1.3177138907498185e-10
19.0,1.1249199891191883e-08,2.6349301750195953e-10,1.3217786016711104e-10,0.07381242333914646,0.9261721093984924,1.383725604462851e-09,2.5411010688058422e-09,4.174757360732785e-09,1.3077357320583216e-05,2.370005173026873e-06,1.6998556255684578e-13,7.942304772563542e-11,7.575330605136592e-11
19.5,4.760236551052006e-08,6.784596728795821e-10,6.52805855180764e-10,0.0979584719555992,0.9020271554627763,1.0242948752878418e-09,1.8578049542429812e-10,1.0346537633417989e-09,7.211038718788532e-06,7.110296146190914e-06,7.56458908200095e-12,5.7241305179887993e-11,3.5991676764044386e-12
20.0,0.06170460037662569,7.723803733072108e-10,6.173428297778836e-09,1.4753171235692381e-05,0.9382587724169227,4.040443511130788e-11,1.4763000270977845e-10,1.3944918942110046e-09,8.668295863881374e-07,2.7770088333897397e-10,3.780017433279869e-10,1.6420649532435044e-09,2.099637959036853e-05
20.5,0.020902153118861143,5.083858265670529e-10,5.023213910072519e-09,4.54815413466683e-07,0.979074146123364,4.2449737871027286e-10,1.8096267118411914e-12,6.387790968280554e-10,2.1431737825378605e-07,1.294382636169863e-10,1.6978260533428292e-10,8.821103119313225e-10,2.302384698869818e-05
21.0,0.004297551178895456,9.798167904048245e-10,1.973974868380599e-09,4.2109310483497943e-08,0.995681818022263,5.445093333482351e-10,5.091875622484107e-11,7.222241044450145e-10,7.408807398474253e-08,4.1031470166290214e-11,2.748686935982647e-11,8.452264270164569e-11,2.0510176930005083e-05
21.5,0.002152632668381765,4.667937232283975e-11,1.3938021877100168e-09,3.226212014285052e-09,0.9978252047653491,2.2118242481017467e-10,4.21564063555216e-11,4.5084506592264365e-10,1.7178146476171132e-06,2.1457009932944102e-11,1.914369523500718e-12,2.792926312871703e-10,2.0439068079116548e-05
22.0,0.0012287219158206508,5.2333645144672525e-11,4.4514780052085395e-10,8.567557564093205e-09,0.9987396334823737,2.238182873830299e-11,1.3870263773518504e-11,9.544645938354004e-11,7.896166323099675e-06,1.6402535389294085e-11,8.492707621660635e-13,2.964069963392389e-11,2.3739191933713156e-05
22.5,0.0001923635611538234,3.510703648449456e-11,3.064182565082452e-10,9.423865448353561e-09,0.9997640823366238,1.5807157125747753e-11,5.530324597047803e-11,9.836932855809101e-11,2.2101593661984322e-09,7.407618796465487e-12,4.8866352489513304e-12,1.8183224987523107e-05,2.5358719910767308e-05
23.0,4.671012618602346e-05,1.7578619189469522e-11,3.8776700813198905e-10,3.52153239391051e-09,0.9999011299725783,3.5110144262847847e-11,2.6595398788357705e-11,2.1232968665034648e-10,1.1917326475865213e-09,3.991521872261371e-12,1.6068534875917163e-11,2.7410725178972556e-05,2.4743763329313454e-05
23.5,1.2472324883306259e-05,4.952315123126917e-11,1.409348319832749e-10,5.489919973284301e-10,0.999928311397273,1.0428424713673804e-12,1.9278725427861823e-12,9.569978077153067e-10,8.971270135911233e-11,2.35512186321704e-11,1.4911841224607777e-11,3.225709804626514e-05,2.6957352310784516e-05
24.0,1.7331442550182105e-06,8.629184058876595e-11,6.878206726131431e-11,2.320709304938113e-10,0.9999231020506822,3.5841515613404312e-12,1.081692943878576e-12,7.947414756238873e-10,5.96430297845073e-11,2.8499357437974226e-11,1.8454217628131503e-12,3.149620660742612e-05,4.366732186344543e-05
24.5,6.265340199434263e-06,1.0021672100465999e-10,2.24594888119038e-10,6.841954159745082e-10,0.9999113778997968,1.7728717916533235e-12,8.763916356446182e-14,3.483758775404268e-10,8.218835934772527e-11,2.4470174799202644e-11,1.5163755054738601e-12,1.1687441864050898e-05,7.066785078251897e-05
25.0,5.743216045112059e-06,1.76892765460059e-11,2.7385050920596476e-09,7.139699503449972e-10,0.99997397814523,1.373048851987666e-11,3.077157375661735e-13,2.8923341907116292e-11,1.3874122336772212e-11,5.6564877513101585e-12,4.124274354514974e-12,1.8263734364980913e-07,2.0092464555849504e-05
25.5,1.0328327997992693e-05,2.712192988778228e-11,1.946427581254994e-09,8.563333796916143e-10,0.9999840334179892,1.9713039852730874e-12,1.709884323907207e-12,5.4101444126363325e-12,2.192316224611497e-06,8.057026486246291e-13,2.678738711554609e-12,1.7758858555159472e-13,3.4430951233761414e-06
26.0,1.0077915978150085e-05,8.423801863532516e-11,5.565373158947301e-10,3.661184324111731e-10,0.9999855941238329,1.7581894061780733e-13,8.072016505055137e-12,1.3819251973073053e-11,3.1066151884089522e-06,5.21910492659378e-13,6.512176202839119e-13,1.43041653582712e-12,1.2203135070973467e-06
26.5,2.251069573445828e-06,6.753176429657418e-11,1.1156559135848891e-10,2.9462874071391056e-11,0.9999941256149716,1.895370330694259e-12,9.424698739267667e-12,6.732891065768888e-12,2.4558913864146094e-06,2.7128913261918293e-12,1.3836223242344686e-13,1.485123459434289e-12,1.1671931728520735e-06
27.0,1.2974157471805557e-05,3.3505863592799733e-10,5.248289776270916e-11,2.995229825056944e-12,0.999983552282366,2.9311208157464805e-10,3.8346623879395844e-11,3.190969678806155e-13,1.694601125626406e-06,5.7413829013922024e-11,5.04778304246715e-12,3.7449148367327996e-10,1.7777997453276798e-06
27.5,0.00023442548470473996,4.1019458374482286e-10,7.328398794594634e-11,4.480520485025709e-09,0.9997634814079677,9.909175658254794e-08,2.7333347633816804e-12,1.9250161648707905e-13,9.44481481568499e-12,5.374926323241489e-12,6.903200472610878e-13,1.6874566421140467e-11,1.9890162076179478e-06
28.0,0.0007884074161287617,2.18964895836781e-10,9.384698199662202e-11,2.8802029007861162e-08,0.999203574603244,6.32979423179699e-06,3.2122641884267196e-12,2.6087032429224012e-14,2.1145156003878997e-12,4.936070184476074e-12,1.8737539447579004e-12,2.5393713703612544e-13,1.6590591384276652e-06
28.5,0.0023643331316035997,1.8325255054054586e-10,4.1797367153716594e-11,3.1337441977289437e-07,0.9975873127290968,4.6945830201273625e-05,5.121817319815559e-13,9.883846657782276e-14,1.9065817385707103e-13,2.2368223651394206e-12,1.0559503160458121e-11,1.681819477633373e-13,1.0946959213585937e-06
29.0,2.5329511946896186e-07,7.010269496127671e-10,9.861244676510916e-12,0.00821211641047248,0.9916411831973541,0.00014595376971876428,1.1185303466108486e-15,3.824724520326735e-14,1.6193447991985769e-12,2.509663525015952e-10,8.29331740715968e-12,2.232753657223178e-14,4.923555152918305e-07
29.5,1.2025676770985928e-08,1.433412760221375e-09,1.6007216297618245e-12,0.027606780880888127,0.9722156079674898,0.00017754981914630508,1.5642028464871064e-13,1.1005037381547779e-13,1.0453455179896872e-11,5.6910680727558e-12,4.1080232515333614e-13,1.8788831553985762e-14,4.785498027325693e-08
30.0,1.5053671278032488e-08,1.4442143499997918e-09,2.6077388575556125e-11,0.06033828247743463,0.9396423446101145,1.91317755027124e-05,4.659959665460097e-14,1.0308076997342785e-12,1.5879703332648716e-11,2.7978874993237252e-11,1.4375149950357614e-14,3.847334922896892e-13,2.2456768827351349e-07
30.5,1.9185385202554263e-07,2.978910282408734e-09,1.5891914936074073e-10,0.06584042748791456,0.9341060493622122,5.263703684785544e-05,2.6467234908577937e-12,7.566800604548081e-14,6.406074612259354e-13,1.487015272044202e-10,6.132637710812785e-13,6.01482175924491e-14,6.909685542896952e-07
31.0,4.620727611283423e-07,2.0707592305084184e-09,1.8658130439617204e-09,0.03825808235974466,0.9616819233212024,5.9233374966167965e-05,2.3513910989067016e-13,1.2752851429471297e-12,6.661276442414077e-12,1.166957848978338e-11,6.987443485761145e-12,1.678804695595745e-12,2.949061938097324e-07
31.5,2.3784730271229526e-06,1.4937900338625747e-09,5.650962744460538e-10,0.011707741254480958,0.9882826802684926,6.996910415723249e-06,1.3300607552850667e-12,2.605666166457118e-12,3.77141779681731e-12,1.2232707858917448e-11,4.1285048204882265e-12,1.4090466033657193e-12,2.0100926887990748e-07
32.0,0.0015008804297985266,3.990231072362516e-10,1.3658621186735694e-10,1.525009024642739e-06,0.998493850879309,1.810557268155984e-06,1.7889032951172416e-12,7.499662741299586e-12,1.6642193035136457e-11,1.5199501457517412e-11,6.23536491932494e-13,3.170998738286777e-12,1.932544016313202e-06
32.5,0.0016709250098940135,1.020436078801027e-10,1.0175316359871936e-12,1.6249470551319822e-07,0.998323045270415,4.4713661186253874e-07,4.300710059463679e-12,1.2625485397641735e-11,3.068279616931706e-11,2.8086209593304945e-11,1.1645711541154485e-14,4.021126226234928e-12,5.419905607674336e-06
