#                    1                    2                    3                    4                    5                    6                    7                    8                    9                   10                   11                   12                   13                   14                   15                   16                   17                   18                   19                   20                   21                   22                   23                   24                   25                   26                   27                   28                   29                   30                   31                   32                   33                   34                   35                   36                   37                   38                   39                   40                   41                   42                   43
#               Time |               Ekin |               Epot |               Etot |  Energy          1 |  Energy          2 |  Energy          3 |  Energy          4 |  Energy          5 |  Energy          6 |  Energy          7 |  Energy          8 |  Energy          9 |  Energy         10 |  Energy         11 |  Energy         12 |  Energy         13 | Spin             1 | Spin             2 | Spin             3 | Spin             4 | Spin             5 | Spin             6 | Spin             7 | Spin             8 | Spin             9 | Spin            10 | Spin            11 | Spin            12 | Spin            13 | f_osc            1 | f_osc            2 | f_osc            3 | f_osc            4 | f_osc            5 | f_osc            6 | f_osc            7 | f_osc            8 | f_osc            9 | f_osc           10 | f_osc           11 | f_osc           12 | f_osc           13 |
#               [fs] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |               [eV] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |                 [] |
   0.000000000000E+000  7.129350323595E-001  1.090518838069E+001  1.161812341305E+001  5.276584625320E-001  9.455763960096E+000  1.090519744031E+001  1.189945946542E+001  5.732845793237E+000  8.828687295964E+000  1.097820188960E+001  5.732845793237E+000  8.828687295964E+000  1.097820188960E+001  5.732845793237E+000  8.828687295964E+000  1.097820188960E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  1.581855060699E-002  4.718817558536E-001  9.836168016185E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   5.000000000000E-001  7.269466278599E-001  1.088975634622E+001  1.161670297408E+001  5.037779617512E-001  9.703100163530E+000  1.088981686784E+001  1.181378965453E+001  5.687286549572E+000  9.045097037806E+000  1.090108100723E+001  5.687286549572E+000  9.045097037806E+000  1.090108100723E+001  5.687286549572E+000  9.045097037806E+000  1.090108100723E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  2.062238081289E-002  4.693226961286E-001  7.938172603042E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   1.000000000000E+000  7.852724794975E-001  1.083143049459E+001  1.161670297408E+001  5.184500404476E-001  9.983206202038E+000  1.083141733938E+001  1.167515752695E+001  5.618307871563E+000  9.297252973758E+000  1.077700952441E+001  5.618307871563E+000  9.297252973758E+000  1.077700952441E+001  5.618307871563E+000  9.297252973758E+000  1.077700952441E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  3.203544046532E-002  4.579728964495E-001  5.833873579565E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   1.500000000000E+000  1.338998220174E+000  1.027770475391E+001  1.161670297408E+001  5.749608310685E-001  1.027771095816E+001  1.076525104924E+001  1.147861419341E+001  5.550068798282E+000  9.581646667697E+000  1.059473815673E+001  5.550068798282E+000  9.581646667697E+000  1.059473815673E+001  5.550068798282E+000  9.581646667697E+000  1.059473815673E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  7.354503959218E-002  4.139459235852E-001  4.632871544625E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   2.000000000000E+000  1.101346539331E+000  1.051535643475E+001  1.161670297408E+001  7.108473026516E-001  1.051534481374E+001  1.079695701247E+001  1.127260947406E+001  5.507734375623E+000  9.902177497439E+000  1.041329182695E+001  5.507734375623E+000  9.902177497439E+000  1.041329182695E+001  5.507734375623E+000  9.902177497439E+000  1.041329182695E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  3.306522943047E-001  1.490539339920E-001  6.585892451510E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   2.500000000000E+000  1.041713467518E+000  1.055247305625E+001  1.159418652377E+001  9.348078380044E-001  1.055246730330E+001  1.105577292498E+001  1.121664273301E+001  5.545578343149E+000  1.010711645048E+001  1.046044024225E+001  5.545578343149E+000  1.010711645048E+001  1.046044024225E+001  5.545578343149E+000  1.010711645048E+001  1.046044024225E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  4.360536328444E-001  4.093675652443E-002  2.868334673155E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   3.000000000000E+000  1.093178441529E+000  1.050100808224E+001  1.159418652377E+001  1.187244244606E+000  1.050100857751E+001  1.101970677207E+001  1.145265982670E+001  5.579840016049E+000  1.004871765213E+001  1.071395432124E+001  5.579840016049E+000  1.004871765213E+001  1.071395432124E+001  5.579840016049E+000  1.004871765213E+001  1.071395432124E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  4.099296915864E-001  6.168842610254E-002  4.459403804799E-004  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   3.500000000000E+000  1.266520042561E+000  1.032788210079E+001  1.159440214336E+001  1.357884596534E+000  1.032788195743E+001  1.086712272047E+001  1.152452517881E+001  5.526884760287E+000  9.867857331590E+000  1.079673761528E+001  5.526884760287E+000  9.867857331590E+000  1.079673761528E+001  5.526884760287E+000  9.867857331590E+000  1.079673761528E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  3.628414986606E-001  1.006962702182E-001  6.166064856329E-004  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   4.000000000000E+000  1.534210034169E+000  1.005775348695E+001  1.159196352112E+001  1.474574246413E+000  1.005775311157E+001  1.066773635220E+001  1.145410147745E+001  5.395761247644E+000  9.627173211959E+000  1.074453508839E+001  5.395761247644E+000  9.627173211959E+000  1.074453508839E+001  5.395761247644E+000  9.627173211959E+000  1.074453508839E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  3.164055559901E-001  1.376114134416E-001  1.209640611369E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
   4.500000000000E+000  1.857967743987E+000  9.729568321727E+000  1.158753606571E+001  1.560874060240E+000  9.729567648858E+000  1.044799020896E+001  1.128638170341E+001  5.214240144613E+000  9.362035956843E+000  1.059673997759E+001  5.214240144613E+000  9.362035956843E+000  1.059673997759E+001  5.214240144613E+000  9.362035956843E+000  1.059673997759E+001  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  2.000000000000E+000  0.000000000000E+000  2.799565127825E-001  1.631570029463E-001  2.224639202838E-003  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000  0.000000000000E+000
